sym,dir,entry_time,entry_price,exit_time,exit_price,pnl_rub,reason,contracts,go,stop,pattern
NM,L,2025-01-10 10:05:00+08:00,14951.0,2025-01-10 10:20:00+08:00,15001.0,42.28814126145408,fade,9,1405.0,14788.57142857143,vod
YD,L,2025-01-10 10:05:00+08:00,4001.0,2025-01-10 10:20:00+08:00,4011.0,12.496875781054737,fade,1,5000.0,3943.5,vod
GL,L,2025-01-10 10:15:00+08:00,9193.5,2025-01-10 10:25:00+08:00,9195.0,0.8157937673356176,fade,1,5000.0,9181.042857142857,vod
GL,L,2025-01-10 10:30:00+08:00,9185.2,2025-01-10 10:35:00+08:00,9194.6,5.116927230762332,fade,1,5000.0,9171.942857142858,vod
NM,L,2025-01-10 10:35:00+08:00,14995.0,2025-01-10 10:50:00+08:00,15042.0,39.63421140380127,fade,9,1405.0,14811.142857142857,vod
GL,L,2025-01-10 10:45:00+08:00,9194.0,2025-01-10 10:50:00+08:00,9187.6,-3.480530780943896,fade,1,5000.0,9180.442857142858,vod
RN,L,2025-01-10 09:40:00+08:00,57120.0,2025-01-10 10:55:00+08:00,58735.0,424.1071428571429,fade,3,5000.0,56616.07142857143,vou
SN,L,2025-01-10 09:50:00+08:00,23697.0,2025-01-10 10:55:00+08:00,24228.0,336.11849601215346,fade,3,5000.0,22951.285714285714,vou
AF,L,2025-01-10 09:45:00+08:00,6131.0,2025-01-10 11:05:00+08:00,6275.0,234.8719621595172,fade,2,5000.0,6107.285714285715,sm
AL,L,2025-01-10 09:45:00+08:00,5714.0,2025-01-10 11:05:00+08:00,5864.0,131.25656282814143,fade,1,5000.0,5687.0,vou
GL,L,2025-01-10 10:55:00+08:00,9170.1,2025-01-10 11:05:00+08:00,9154.057142857144,-26.242119185488466,stop,3,5000.0,9154.057142857144,vod
GL,L,2025-01-10 11:05:00+08:00,9160.8,2025-01-10 11:15:00+08:00,9171.1,33.73067854336223,fade,6,5000.0,9142.442857142856,vod
AL,L,2025-01-10 11:10:00+08:00,5895.0,2025-01-10 11:20:00+08:00,5897.0,3.392705682782019,fade,2,5000.0,5842.285714285715,vou
HY,L,2025-01-10 09:40:00+08:00,5353.0,2025-01-10 11:30:00+08:00,5426.0,122.73491500093407,fade,3,3000.0,5281.571428571428,vou
SR,L,2025-01-10 09:45:00+08:00,28179.0,2025-01-10 11:35:00+08:00,28678.0,101.2733241066042,fade,1,5719.0,27911.85714285714,sm
NG,S,2025-01-10 11:35:00+08:00,3.2439999999999998,2025-01-10 11:40:00+08:00,3.2439999999999998,-0.0,fade,2,5000.0,3.2764999999999995,vyf
SV,S,2025-01-10 11:35:00+08:00,31.64,2025-01-10 11:40:00+08:00,31.65,-1.5802781289503807,fade,1,5000.0,31.782857142857146,vod
NM,L,2025-01-10 11:45:00+08:00,15180.0,2025-01-10 11:50:00+08:00,15163.0,-33.04249011857707,fade,21,1405.0,15049.07142857143,vod
NM,L,2025-01-10 11:55:00+08:00,15201.0,2025-01-10 12:00:00+08:00,15209.0,12.570225643049799,fade,17,1405.0,15063.214285714286,vod
AF,L,2025-01-10 11:20:00+08:00,6297.0,2025-01-10 12:10:00+08:00,6340.0,102.42972844211529,fade,3,5000.0,6239.714285714285,sm
SV,S,2025-01-10 12:05:00+08:00,31.6,2025-01-10 12:10:00+08:00,31.59,3.1645569620258107,fade,2,5000.0,31.767857142857146,vod
YD,L,2025-01-10 12:10:00+08:00,4067.0,2025-01-10 12:20:00+08:00,4080.0,79.9114826653553,fade,5,5000.0,4007.0,vod
NG,S,2025-01-10 12:25:00+08:00,3.249,2025-01-10 12:30:00+08:00,3.249,-0.0,fade,3,5000.0,3.279357142857143,vyf
NG,S,2025-01-10 12:35:00+08:00,3.255,2025-01-10 12:40:00+08:00,3.251,24.57757296466976,fade,4,5000.0,3.286785714285714,vyf
SR,L,2025-01-10 12:05:00+08:00,28786.0,2025-01-10 12:45:00+08:00,28749.0,-7.350899742930591,fade,1,5719.0,28364.214285714286,sm
SV,S,2025-01-10 12:35:00+08:00,31.56,2025-01-10 12:45:00+08:00,31.58,-19.01140684410606,fade,6,5000.0,31.727857142857143,vod
SN,L,2025-01-10 12:40:00+08:00,24264.0,2025-01-10 12:45:00+08:00,24300.0,14.836795252225519,fade,2,5000.0,23931.5,vou
NG,S,2025-01-10 12:45:00+08:00,3.241,2025-01-10 12:50:00+08:00,3.233,74.05121875964215,fade,6,5000.0,3.273857142857143,vyf
AF,L,2025-01-10 12:45:00+08:00,6310.0,2025-01-10 12:55:00+08:00,6280.0,-47.543581616481774,fade,2,5000.0,6274.142857142857,sm
NG,S,2025-01-10 12:55:00+08:00,3.238,2025-01-10 13:00:00+08:00,3.245,-54.045707226684044,fade,5,5000.0,3.275857142857143,vyf
GL,L,2025-01-10 13:30:00+08:00,9134.4,2025-01-10 13:35:00+08:00,9156.1,59.390874058506114,fade,5,5000.0,9115.414285714285,vod
SV,S,2025-01-10 13:30:00+08:00,31.2,2025-01-10 13:35:00+08:00,31.28,-64.1025641025656,fade,5,5000.0,31.574999999999996,vod
Si,L,2025-01-10 13:30:00+08:00,105520.0,2025-01-10 13:35:00+08:00,105489.0,-2.3502653525398025,fade,8,1000.0,105379.0,vyf
HY,L,2025-01-10 13:35:00+08:00,5425.0,2025-01-10 13:40:00+08:00,5435.0,22.119815668202765,fade,4,3000.0,5381.428571428572,vou
SN,L,2025-01-10 13:40:00+08:00,24306.0,2025-01-10 13:45:00+08:00,24367.0,37.64502591952604,fade,3,5000.0,23999.928571428572,vou
AL,L,2025-01-10 13:50:00+08:00,5930.0,2025-01-10 13:55:00+08:00,5918.0,-30.35413153456998,fade,3,5000.0,5900.428571428572,vou
NG,S,2025-01-10 13:50:00+08:00,3.296,2025-01-10 13:55:00+08:00,3.296,-0.0,fade,1,5000.0,3.3617142857142857,vyf
RN,L,2025-01-10 13:55:00+08:00,58434.0,2025-01-10 14:00:00+08:00,58575.0,24.129787452510524,fade,2,5000.0,57687.92857142857,vou
NG,S,2025-01-10 14:00:00+08:00,3.31,2025-01-10 14:05:00+08:00,3.299,33.2326283987919,fade,2,5000.0,3.372857142857143,vyf
GL,L,2025-01-10 13:45:00+08:00,9175.8,2025-01-10 14:10:00+08:00,9218.6,93.28886854552431,fade,4,5000.0,9151.285714285714,vod
NM,L,2025-01-10 14:00:00+08:00,15365.0,2025-01-10 14:10:00+08:00,15313.0,-19.019850309144157,fade,4,1405.0,15240.285714285714,vod
SV,S,2025-01-10 14:05:00+08:00,31.72,2025-01-10 14:10:00+08:00,31.83,-34.6784363177804,fade,2,5000.0,32.37,vod
YD,L,2025-01-10 14:05:00+08:00,4081.0,2025-01-10 14:10:00+08:00,4083.0,2.450379808870375,fade,1,5000.0,4033.8571428571427,vod
RN,L,2025-01-10 14:10:00+08:00,58287.0,2025-01-10 14:15:00+08:00,58635.0,89.55684801070565,fade,3,5000.0,57491.642857142855,vou
AF,L,2025-01-10 13:10:00+08:00,6303.0,2025-01-10 14:20:00+08:00,6315.0,28.557829604950022,fade,3,5000.0,6273.142857142857,sm
BR,S,2025-01-10 14:20:00+08:00,80.23,2025-01-10 14:25:00+08:00,80.5,-40.38389629814225,fade,4,3000.0,81.09428571428572,vyf
GL,L,2025-01-10 14:25:00+08:00,9239.8,2025-01-10 14:35:00+08:00,9229.5,-11.147427433493444,fade,2,5000.0,9209.128571428571,vod
HY,L,2025-01-10 14:35:00+08:00,5440.0,2025-01-10 14:40:00+08:00,5442.0,2.2058823529411766,fade,2,3000.0,5398.214285714285,vou
YD,L,2025-01-10 14:35:00+08:00,4111.0,2025-01-10 14:45:00+08:00,4107.0,-24.324981756263682,fade,5,5000.0,4067.4285714285716,vod
NM,L,2025-01-10 14:35:00+08:00,15451.0,2025-01-10 14:50:00+08:00,15529.0,127.66940651090543,fade,18,1405.0,15340.642857142857,vod
HY,L,2025-01-10 14:45:00+08:00,5446.0,2025-01-10 14:55:00+08:00,5439.0,-23.13624678663239,fade,6,3000.0,5403.142857142857,vou
SN,L,2025-01-10 14:45:00+08:00,24366.0,2025-01-10 14:55:00+08:00,24458.0,56.63629647869983,fade,3,5000.0,24089.214285714286,vou
SF,S,2025-01-10 14:40:00+08:00,1431.0,2025-01-10 15:00:00+08:00,1428.2,9.783368273934153,fade,1,5000.0,1441.2857142857142,vod
AL,L,2025-01-10 14:55:00+08:00,5942.0,2025-01-10 15:00:00+08:00,5931.0,-9.256142712891283,fade,1,5000.0,5912.142857142857,vou
AF,L,2025-01-10 14:30:00+08:00,6325.0,2025-01-10 15:05:00+08:00,6320.0,-3.952569169960474,fade,1,5000.0,6293.857142857143,sm
SF,S,2025-01-10 15:05:00+08:00,1424.6,2025-01-10 15:10:00+08:00,1424.8,-2.1058542748846567,fade,3,5000.0,1436.1285714285714,vod
SN,L,2025-01-10 15:10:00+08:00,24428.0,2025-01-10 15:15:00+08:00,24358.0,-57.31128213525462,fade,4,5000.0,24084.071428571428,vou
SV,S,2025-01-10 15:10:00+08:00,31.8,2025-01-10 15:15:00+08:00,31.85,-7.861635220125897,fade,1,5000.0,32.42857142857143,vod
SF,S,2025-01-10 15:15:00+08:00,1424.6,2025-01-10 15:25:00+08:00,1424.6,-0.0,fade,6,5000.0,1432.957142857143,vod
RN,L,2025-01-10 15:15:00+08:00,57760.0,2025-01-10 15:25:00+08:00,58336.0,299.16897506925204,fade,6,5000.0,56701.78571428572,vou
AL,L,2025-01-10 15:20:00+08:00,5892.0,2025-01-10 15:25:00+08:00,5905.0,22.063815342837746,fade,2,5000.0,5859.714285714285,vou
SN,L,2025-01-10 15:20:00+08:00,24322.0,2025-01-10 15:25:00+08:00,24389.0,13.773538360332209,fade,1,5000.0,23934.85714285714,vou
SN,L,2025-01-10 15:30:00+08:00,24351.0,2025-01-10 15:35:00+08:00,24329.0,-9.034536569340068,fade,2,5000.0,23906.35714285714,vou
SR,L,2025-01-10 12:50:00+08:00,28748.0,2025-01-10 15:40:00+08:00,28898.0,59.68067343815222,fade,2,5719.0,28401.214285714286,sm
SF,S,2025-01-10 15:40:00+08:00,1405.6,2025-01-10 15:45:00+08:00,1405.6,-0.0,fade,3,5000.0,1417.2142857142858,vod
SR,L,2025-01-10 15:45:00+08:00,28895.0,2025-01-10 16:05:00+08:00,28888.0,-1.3854646132548885,fade,1,5719.0,28567.5,sm
NG,S,2025-01-10 16:20:00+08:00,3.289,2025-01-10 16:25:00+08:00,3.293,-12.161751292186086,fade,2,5000.0,3.3568571428571428,vyf
HY,L,2025-01-10 16:25:00+08:00,5431.0,2025-01-10 16:35:00+08:00,5433.0,7.733382434174185,fade,7,3000.0,5388.5,vou
GL,L,2025-01-10 16:35:00+08:00,9263.5,2025-01-10 16:40:00+08:00,9266.8,3.5623684352558667,fade,2,5000.0,9237.214285714286,vod
NG,S,2025-01-10 16:45:00+08:00,3.307,2025-01-10 16:50:00+08:00,3.301,18.14333232536977,fade,2,5000.0,3.375571428571428,vyf
AF,L,2025-01-10 16:40:00+08:00,6319.0,2025-01-10 17:10:00+08:00,6300.0,-60.13609748377908,fade,4,5000.0,6286.571428571428,sm
SN,L,2025-01-10 17:25:00+08:00,24297.0,2025-01-10 17:30:00+08:00,24324.0,5.55624151129769,fade,1,5000.0,24093.071428571428,vou
AL,L,2025-01-10 17:40:00+08:00,5900.0,2025-01-10 17:45:00+08:00,5899.0,-1.6949152542372883,fade,2,5000.0,5886.714285714285,vou
AL,L,2025-01-10 18:00:00+08:00,5917.0,2025-01-10 18:05:00+08:00,5920.0,5.07013689369613,fade,2,5000.0,5907.142857142857,vou
SN,L,2025-01-10 17:50:00+08:00,24320.0,2025-01-10 18:50:00+08:00,24382.0,12.74671052631579,fade,1,5000.0,24146.071428571428,vou
AF,L,2025-01-10 17:15:00+08:00,6300.0,2025-01-10 19:05:00+08:00,6306.0,28.57142857142857,fade,6,5000.0,6276.142857142857,sm
SV,S,2025-01-10 18:55:00+08:00,31.74,2025-01-10 19:10:00+08:00,31.72,12.602394454946172,fade,4,5000.0,31.979285714285716,vod
NM,L,2025-01-10 18:55:00+08:00,15458.0,2025-01-10 19:10:00+08:00,15518.0,27.267434338206755,fade,5,1405.0,15388.357142857143,vod
GL,L,2025-01-10 19:00:00+08:00,9238.9,2025-01-10 19:10:00+08:00,9241.5,1.407093918107331,fade,1,5000.0,9226.857142857143,vod
YD,L,2025-01-10 19:00:00+08:00,4094.0,2025-01-10 19:10:00+08:00,4099.0,6.106497313141182,fade,1,5000.0,4070.4285714285716,vod
BR,S,2025-01-10 19:10:00+08:00,79.55,2025-01-10 19:15:00+08:00,79.56,-1.1313639220621754,fade,3,3000.0,80.00357142857145,vyf
RN,L,2025-01-10 19:05:00+08:00,58475.0,2025-01-10 19:20:00+08:00,58330.0,-37.19538264215477,fade,3,5000.0,58263.92857142857,vou
YD,L,2025-01-10 19:15:00+08:00,4098.0,2025-01-10 19:20:00+08:00,4100.0,2.440214738897023,fade,1,5000.0,4077.6428571428573,vod
SR,L,2025-01-10 16:40:00+08:00,28965.0,2025-01-10 19:25:00+08:00,29000.0,6.910581736578629,fade,1,5719.0,28693.214285714286,sm
GL,L,2025-01-10 19:20:00+08:00,9251.7,2025-01-10 19:25:00+08:00,9251.8,0.2161764864804194,fade,4,5000.0,9239.957142857143,vod
AF,L,2025-01-10 19:10:00+08:00,6316.0,2025-01-10 19:40:00+08:00,6302.571428571428,-21.261196055369787,stop,2,5000.0,6302.571428571428,sm
AF,L,2025-01-10 19:40:00+08:00,6300.0,2025-01-10 19:50:00+08:00,6304.0,3.1746031746031744,fade,1,5000.0,6287.428571428572,sm
SF,S,2025-01-10 19:00:00+08:00,1416.0,2025-01-10 19:55:00+08:00,1421.0,-17.65536723163842,fade,1,5000.0,1426.9714285714285,vod
AL,L,2025-01-10 20:00:00+08:00,5919.0,2025-01-10 20:05:00+08:00,5919.0,0.0,fade,4,5000.0,5910.428571428572,vou
YD,L,2025-01-10 20:05:00+08:00,4100.0,2025-01-10 20:10:00+08:00,4099.0,-2.4390243902439024,fade,2,5000.0,4086.0714285714284,vod
NG,S,2025-01-10 20:20:00+08:00,3.309,2025-01-10 20:25:00+08:00,3.315,-9.066183136899038,fade,1,5000.0,3.337214285714286,vyf
YD,L,2025-01-10 20:20:00+08:00,4095.0,2025-01-10 20:30:00+08:00,4082.8571428571427,-29.652886795744415,stop,2,5000.0,4082.8571428571427,vod
NM,L,2025-01-10 20:25:00+08:00,15481.0,2025-01-10 20:30:00+08:00,15495.0,7.623538531102643,fade,6,1405.0,15428.5,vod
YD,L,2025-01-10 20:30:00+08:00,4090.0,2025-01-10 20:40:00+08:00,4093.0,18.337408312958438,fade,5,5000.0,4073.214285714286,vod
SF,S,2025-01-10 20:10:00+08:00,1421.0,2025-01-10 20:45:00+08:00,1420.0,10.555946516537649,fade,3,5000.0,1432.9571428571428,vod
GL,L,2025-01-10 20:40:00+08:00,9247.0,2025-01-10 20:45:00+08:00,9240.2,-7.353736346922539,fade,2,5000.0,9236.857142857143,vod
Si,L,2025-01-10 20:40:00+08:00,105615.0,2025-01-10 20:45:00+08:00,105703.0,10.831794726127917,fade,13,1000.0,105528.28571428571,vyf
SN,L,2025-01-10 19:10:00+08:00,24445.0,2025-01-13 06:55:00+08:00,24500.0,33.74923297197791,fade,3,5000.0,24326.428571428572,vou
HY,L,2025-01-13 07:05:00+08:00,5537.0,2025-01-13 07:15:00+08:00,5501.0,-58.515441574860034,fade,3,3000.0,5474.5,vou
GL,L,2025-01-13 07:00:00+08:00,9248.1,2025-01-13 07:20:00+08:00,9234.971428571429,-42.58789836367916,stop,6,5000.0,9234.971428571429,vod
RN,L,2025-01-13 07:05:00+08:00,59116.0,2025-01-13 07:20:00+08:00,58524.57142857143,-50.022715629319684,stop,1,5000.0,58524.57142857143,vou
Si,L,2025-01-13 07:10:00+08:00,105827.0,2025-01-13 07:25:00+08:00,105661.14285714286,-1.5672478937997385,stop,1,1000.0,105661.14285714286,vyf
GL,L,2025-01-13 07:20:00+08:00,9244.1,2025-01-13 07:25:00+08:00,9215.914285714287,-30.490490459550852,stop,2,5000.0,9215.914285714287,vod
NG,S,2025-01-13 07:20:00+08:00,3.359,2025-01-13 07:25:00+08:00,3.36,-1.4885382554330007,fade,1,5000.0,3.4007857142857145,vyf
NM,L,2025-01-13 07:00:00+08:00,15572.0,2025-01-13 07:30:00+08:00,15508.785714285714,-119.77507706139322,stop,21,1405.0,15508.785714285714,vod
RN,L,2025-01-13 07:25:00+08:00,58374.0,2025-01-13 07:35:00+08:00,58682.0,52.763216500496796,fade,2,5000.0,57237.57142857143,vou
AL,L,2025-01-13 07:30:00+08:00,5982.0,2025-01-13 07:35:00+08:00,5984.0,5.015045135406218,fade,3,5000.0,5946.0,vou
HY,L,2025-01-13 07:55:00+08:00,5500.0,2025-01-13 08:00:00+08:00,5514.0,22.90909090909091,fade,3,3000.0,5403.571428571428,vou
SR,L,2025-01-13 07:05:00+08:00,29414.0,2025-01-13 08:25:00+08:00,29389.0,-4.860780580675868,fade,1,5719.0,29120.785714285714,sm
AF,L,2025-01-13 07:15:00+08:00,6427.0,2025-01-13 08:25:00+08:00,6419.0,-6.223743581764431,fade,1,5000.0,6384.428571428572,sm
SV,S,2025-01-10 20:40:00+08:00,31.69,2025-01-13 08:30:00+08:00,31.62,33.133480593247214,fade,3,5000.0,31.847142857142856,vod
GL,L,2025-01-13 07:25:00+08:00,9244.0,2025-01-13 08:30:00+08:00,9282.8,41.97317178710436,fade,2,5000.0,9201.157142857142,vod
YD,L,2025-01-13 07:05:00+08:00,4188.0,2025-01-13 08:35:00+08:00,4196.0,9.551098376313275,fade,1,5000.0,4119.785714285715,vod
NM,L,2025-01-13 07:30:00+08:00,15458.0,2025-01-13 08:35:00+08:00,15594.0,135.9736058998577,fade,11,1405.0,15275.857142857143,vod
BR,S,2025-01-13 08:35:00+08:00,81.24,2025-01-13 08:40:00+08:00,81.43,-21.048744460858043,fade,3,3000.0,82.09714285714286,vyf
SF,S,2025-01-13 07:15:00+08:00,1431.2,2025-01-13 08:45:00+08:00,1442.3,-38.77864728898794,stop,1,5000.0,1442.3,vod
GL,L,2025-01-13 09:05:00+08:00,9261.8,2025-01-13 09:10:00+08:00,9240.485714285714,-69.03934131902474,stop,6,5000.0,9240.485714285714,vod
AL,L,2025-01-13 09:05:00+08:00,6090.0,2025-01-13 09:10:00+08:00,6117.0,133.00492610837438,fade,6,5000.0,6053.857142857143,vou
SV,S,2025-01-13 09:20:00+08:00,31.45,2025-01-13 09:30:00+08:00,31.38,22.257551669316467,fade,2,5000.0,31.660714285714285,vod
SF,S,2025-01-13 08:45:00+08:00,1442.6,2025-01-13 09:35:00+08:00,1437.0,38.818799389989664,fade,2,5000.0,1453.3999999999999,vod
AF,L,2025-01-13 09:30:00+08:00,6445.0,2025-01-13 09:40:00+08:00,6462.0,79.1311093871218,fade,6,5000.0,6416.428571428572,sm
SR,L,2025-01-13 09:30:00+08:00,29500.0,2025-01-13 09:40:00+08:00,29530.0,29.079661016949153,fade,5,5719.0,29216.785714285714,sm
AL,L,2025-01-13 09:30:00+08:00,6114.0,2025-01-13 09:40:00+08:00,6113.0,-3.271180896303566,fade,4,5000.0,6075.428571428572,vou
RN,L,2025-01-13 09:35:00+08:00,58316.0,2025-01-13 09:40:00+08:00,58328.0,1.028877152068043,fade,1,5000.0,57746.71428571428,vou
HY,L,2025-01-13 09:35:00+08:00,5509.0,2025-01-13 09:40:00+08:00,5516.0,3.8119440914866582,fade,1,3000.0,5469.714285714285,vou
SN,L,2025-01-13 09:35:00+08:00,24374.0,2025-01-13 09:40:00+08:00,24382.0,1.6410929679166326,fade,1,5000.0,24046.5,vou
NM,L,2025-01-13 09:40:00+08:00,15615.0,2025-01-13 09:55:00+08:00,15580.0,-78.7303874479667,fade,25,1405.0,15531.42857142857,vod
YD,L,2025-01-13 09:40:00+08:00,4235.0,2025-01-13 09:55:00+08:00,4237.0,4.7225501770956315,fade,2,5000.0,4164.642857142857,vod
AF,L,2025-01-13 09:55:00+08:00,6455.0,2025-01-13 10:00:00+08:00,6429.142857142857,-60.08631182914745,stop,3,5000.0,6429.142857142857,sm
AL,L,2025-01-13 09:55:00+08:00,6156.0,2025-01-13 10:05:00+08:00,6116.857142857143,-63.584888146291235,stop,2,5000.0,6116.857142857143,vou
SV,S,2025-01-13 09:40:00+08:00,31.36,2025-01-13 10:10:00+08:00,31.24,38.2653061224493,fade,2,5000.0,31.63142857142857,vod
RN,L,2025-01-13 09:50:00+08:00,58097.0,2025-01-13 10:10:00+08:00,57447.71428571428,-167.63835850880014,stop,3,5000.0,57447.71428571428,vou
AF,L,2025-01-13 10:00:00+08:00,6419.0,2025-01-13 10:10:00+08:00,6390.142857142857,-22.477911557207598,stop,1,5000.0,6390.142857142857,sm
NM,L,2025-01-13 10:05:00+08:00,15498.0,2025-01-13 10:10:00+08:00,15480.0,-3.2636469221835074,fade,2,1405.0,15407.142857142857,vod
HY,L,2025-01-13 09:55:00+08:00,5507.0,2025-01-13 10:15:00+08:00,5472.0,-152.53313964045762,stop,8,3000.0,5472.0,vou
GL,L,2025-01-13 10:10:00+08:00,9202.0,2025-01-13 10:15:00+08:00,9197.1,-7.987394044772284,fade,3,5000.0,9172.414285714285,vod
AL,L,2025-01-13 10:05:00+08:00,6130.0,2025-01-13 10:40:00+08:00,6086.285714285715,-35.65602423677433,stop,1,5000.0,6086.285714285715,vou
NG,S,2025-01-13 10:40:00+08:00,3.385,2025-01-13 10:45:00+08:00,3.376,26.587887740029238,fade,2,5000.0,3.4317857142857138,vyf
NM,L,2025-01-13 10:45:00+08:00,15415.0,2025-01-13 10:50:00+08:00,15363.0,-18.95815763866364,fade,4,1405.0,15302.5,vod
AF,L,2025-01-13 10:10:00+08:00,6382.0,2025-01-13 10:55:00+08:00,6365.0,-39.9561266060796,fade,3,5000.0,6348.0,sm
SR,L,2025-01-13 09:55:00+08:00,29541.0,2025-01-13 11:05:00+08:00,29305.64285714286,-136.69213973799035,stop,3,5719.0,29305.64285714286,sm
SN,L,2025-01-13 09:55:00+08:00,24390.0,2025-01-13 11:05:00+08:00,24285.0,-43.05043050430504,fade,2,5000.0,24062.85714285714,vou
AL,L,2025-01-13 10:40:00+08:00,6043.0,2025-01-13 11:05:00+08:00,6025.0,-14.893264934635116,fade,1,5000.0,6001.428571428572,vou
RN,L,2025-01-13 10:10:00+08:00,57502.0,2025-01-13 11:10:00+08:00,56643.78571428572,-223.87420064892072,stop,3,5000.0,56643.78571428572,vou
HY,L,2025-01-13 10:15:00+08:00,5462.0,2025-01-13 11:20:00+08:00,5422.0,-43.93994873672647,stop,2,3000.0,5422.0,vou
YD,L,2025-01-13 11:10:00+08:00,4177.0,2025-01-13 11:20:00+08:00,4175.0,-4.788125448886761,fade,2,5000.0,4112.0,vod
RN,L,2025-01-13 11:15:00+08:00,56367.0,2025-01-13 11:25:00+08:00,56581.0,18.982738126918232,fade,1,5000.0,55365.92857142857,vou
GL,L,2025-01-13 11:20:00+08:00,9198.6,2025-01-13 11:25:00+08:00,9204.9,10.27330245906867,fade,3,5000.0,9168.314285714285,vod
AL,L,2025-01-13 11:25:00+08:00,6075.0,2025-01-13 11:30:00+08:00,6096.0,51.85185185185186,fade,3,5000.0,6031.285714285715,vou
SN,L,2025-01-13 11:15:00+08:00,24183.0,2025-01-13 11:35:00+08:00,24293.0,45.48649878013481,fade,2,5000.0,23962.285714285714,vou
GL,L,2025-01-13 11:30:00+08:00,9216.2,2025-01-13 11:35:00+08:00,9214.9,-2.1158395000126267,fade,3,5000.0,9187.6,vod
NG,S,2025-01-13 11:40:00+08:00,3.398,2025-01-13 11:45:00+08:00,3.394,5.8858151854031835,fade,1,5000.0,3.442285714285715,vyf
SN,L,2025-01-13 11:45:00+08:00,24320.0,2025-01-13 11:50:00+08:00,24268.0,-21.38157894736842,fade,2,5000.0,24097.5,vou
HY,L,2025-01-13 11:20:00+08:00,5415.0,2025-01-13 11:55:00+08:00,5417.0,2.2160664819944595,fade,2,3000.0,5350.357142857143,vou
YD,L,2025-01-13 11:55:00+08:00,4188.0,2025-01-13 12:00:00+08:00,4195.0,8.357211079274117,fade,1,5000.0,4123.0,vod
SF,S,2025-01-13 11:15:00+08:00,1425.0,2025-01-13 12:05:00+08:00,1430.4,-75.78947368421181,fade,4,5000.0,1434.4714285714285,vod
NM,L,2025-01-13 12:00:00+08:00,15315.0,2025-01-13 12:05:00+08:00,15302.0,-13.118837740777016,fade,11,1405.0,15184.5,vod
SV,S,2025-01-13 11:55:00+08:00,31.09,2025-01-13 12:15:00+08:00,30.93,102.92698616918632,fade,4,5000.0,31.32214285714286,vod
AF,L,2025-01-13 11:10:00+08:00,6346.0,2025-01-13 12:20:00+08:00,6335.0,-17.3337535455405,fade,2,5000.0,6304.857142857143,sm
SV,S,2025-01-13 12:30:00+08:00,30.81,2025-01-13 12:35:00+08:00,30.85,-6.491398896462626,fade,1,5000.0,31.185,vod
HY,L,2025-01-13 12:35:00+08:00,5394.0,2025-01-13 12:40:00+08:00,5390.0,-6.674082313681868,fade,3,3000.0,5319.714285714285,vou
AL,L,2025-01-13 12:55:00+08:00,6042.0,2025-01-13 13:00:00+08:00,6049.0,17.37835153922542,fade,3,5000.0,6010.285714285715,vou
NG,S,2025-01-13 13:25:00+08:00,3.3529999999999998,2025-01-13 13:30:00+08:00,3.358,-7.45600954369272,fade,1,5000.0,3.4169285714285706,vyf
YD,L,2025-01-13 13:30:00+08:00,4194.0,2025-01-13 13:35:00+08:00,4193.0,-2.384358607534573,fade,2,5000.0,4133.285714285715,vod
SN,L,2025-01-13 13:35:00+08:00,24426.0,2025-01-13 13:45:00+08:00,24346.0,-49.12797838368951,fade,3,5000.0,24192.071428571428,vou
GL,L,2025-01-13 13:40:00+08:00,9166.4,2025-01-13 13:45:00+08:00,9177.9,25.091639029499042,fade,4,5000.0,9145.871428571429,vod
NM,L,2025-01-13 13:45:00+08:00,15338.0,2025-01-13 13:50:00+08:00,15327.0,-6.045768679097666,fade,6,1405.0,15231.714285714286,vod
SR,L,2025-01-13 11:55:00+08:00,29125.0,2025-01-13 14:10:00+08:00,29307.0,35.737613733905576,fade,1,5719.0,28764.285714285714,sm
GL,L,2025-01-13 14:05:00+08:00,9185.0,2025-01-13 14:10:00+08:00,9181.4,-3.919433859554016,fade,2,5000.0,9168.057142857144,vod
YD,L,2025-01-13 14:05:00+08:00,4188.0,2025-01-13 14:10:00+08:00,4190.0,4.775549188156638,fade,2,5000.0,4141.214285714285,vod
BR,S,2025-01-13 14:05:00+08:00,80.29,2025-01-13 14:10:00+08:00,80.34,-3.7364553493583625,fade,2,3000.0,81.14714285714285,vyf
SV,S,2025-01-13 14:05:00+08:00,30.81,2025-01-13 14:15:00+08:00,30.85,-12.982797792925252,fade,2,5000.0,31.15285714285714,vod
NM,L,2025-01-13 14:05:00+08:00,15400.0,2025-01-13 14:15:00+08:00,15387.0,-8.302272727272728,fade,7,1405.0,15296.5,vod
SN,L,2025-01-13 14:25:00+08:00,24457.0,2025-01-13 14:30:00+08:00,24490.0,6.74653473443186,fade,1,5000.0,24224.5,vou
GL,L,2025-01-13 14:30:00+08:00,9168.7,2025-01-13 14:35:00+08:00,9163.9,-15.705607119878799,fade,6,5000.0,9154.242857142859,vod
NM,L,2025-01-13 14:45:00+08:00,15440.0,2025-01-13 15:00:00+08:00,15479.0,35.48898963730571,fade,10,1405.0,15349.57142857143,vod
YD,L,2025-01-13 14:45:00+08:00,4240.0,2025-01-13 15:05:00+08:00,4230.0,-23.58490566037736,fade,2,5000.0,4192.857142857143,vod
RN,L,2025-01-13 15:00:00+08:00,57060.0,2025-01-13 15:10:00+08:00,57034.0,-6.8349106203995795,fade,3,5000.0,56566.78571428572,vou
