sym,dir,entry_time,entry_price,exit_time,exit_price,pnl_rub,reason,contracts,go,stop,pattern
SV,S,2025-01-24 13:10:00+08:00,31.72,2025-01-24 13:15:00+08:00,31.72,-0.0,fade,4,5000.0,31.85928571428571,vod
RN,L,2025-01-24 13:15:00+08:00,55729.0,2025-01-24 13:20:00+08:00,55739.0,1.7943978897880817,fade,2,5000.0,55505.78571428572,vou
GL,L,2025-01-24 13:15:00+08:00,9163.0,2025-01-24 13:20:00+08:00,9164.1,0.6002400960386138,fade,1,5000.0,9151.428571428572,vod
GL,L,2025-01-24 13:25:00+08:00,9166.8,2025-01-24 13:30:00+08:00,9161.3,-2.9999563642710654,fade,1,5000.0,9155.3,vod
NM,L,2025-01-24 13:30:00+08:00,15189.0,2025-01-24 13:35:00+08:00,15190.0,1.2025149779445652,fade,13,1405.0,15141.642857142857,vod
SV,S,2025-01-24 13:30:00+08:00,31.81,2025-01-24 13:35:00+08:00,31.83,-6.287331027978489,fade,2,5000.0,31.985,vod
SN,L,2025-01-24 13:30:00+08:00,29641.0,2025-01-24 13:35:00+08:00,29422.785714285714,-73.61907011041673,stop,2,5000.0,29422.785714285714,vou
NG,S,2025-01-24 13:35:00+08:00,3.3890000000000002,2025-01-24 13:40:00+08:00,3.388,1.4753614635590646,fade,1,5000.0,3.4314999999999998,vyf
YD,L,2025-01-24 13:30:00+08:00,4171.0,2025-01-24 13:45:00+08:00,4170.0,-5.993766482857827,fade,5,5000.0,4144.571428571428,vod
SN,L,2025-01-24 13:35:00+08:00,29351.0,2025-01-24 13:45:00+08:00,29320.0,-15.84273108241627,fade,3,5000.0,29025.285714285714,vou
HY,L,2025-01-24 13:40:00+08:00,5618.0,2025-01-24 13:45:00+08:00,5631.0,27.767888928444286,fade,4,3000.0,5579.428571428572,vou
RN,L,2025-01-24 13:40:00+08:00,55598.0,2025-01-24 13:45:00+08:00,55698.0,17.98625849850714,fade,2,5000.0,55415.857142857145,vou
SV,S,2025-01-24 13:40:00+08:00,31.89,2025-01-24 13:45:00+08:00,31.92,-9.407337723424627,fade,2,5000.0,32.097142857142856,vod
AL,L,2025-01-24 13:40:00+08:00,5675.0,2025-01-24 13:45:00+08:00,5684.0,7.929515418502203,fade,1,5000.0,5664.571428571428,vou
AF,L,2025-01-24 11:05:00+08:00,6377.0,2025-01-24 13:50:00+08:00,6372.0,-3.920338717265172,fade,1,5000.0,6353.714285714285,sm
SR,L,2025-01-24 12:40:00+08:00,29064.0,2025-01-24 13:55:00+08:00,28857.214285714286,-81.3795417010733,stop,2,5719.0,28857.214285714286,sm
BR,S,2025-01-24 10:00:00+08:00,78.53,2025-01-24 14:05:00+08:00,78.72,-14.51674519291973,fade,2,3000.0,79.06214285714286,vyf
YD,L,2025-01-24 13:50:00+08:00,4157.0,2025-01-24 14:10:00+08:00,4147.0,-24.055809477988934,fade,2,5000.0,4119.142857142857,vod
AF,L,2025-01-24 14:00:00+08:00,6360.0,2025-01-24 14:10:00+08:00,6350.0,-7.861635220125787,fade,1,5000.0,6330.714285714285,sm
SV,S,2025-01-24 14:05:00+08:00,31.77,2025-01-24 14:10:00+08:00,31.65,18.885741265344823,fade,1,5000.0,32.06285714285715,vod
NM,L,2025-01-24 14:05:00+08:00,15120.0,2025-01-24 14:10:00+08:00,15140.0,5.575396825396825,fade,3,1405.0,15044.57142857143,vod
SN,L,2025-01-24 13:55:00+08:00,28958.0,2025-01-24 14:15:00+08:00,28990.0,27.626217280198908,fade,5,5000.0,28413.0,vou
AL,L,2025-01-24 14:05:00+08:00,5670.0,2025-01-24 14:15:00+08:00,5658.0,-21.164021164021165,fade,2,5000.0,5655.571428571428,vou
GL,L,2025-01-24 14:05:00+08:00,9163.5,2025-01-24 14:15:00+08:00,9167.9,2.4008293774210925,fade,1,5000.0,9151.628571428571,vod
Si,L,2025-01-24 14:10:00+08:00,102648.0,2025-01-24 14:15:00+08:00,102543.0,-8.183306055646481,fade,8,1000.0,102451.14285714286,vyf
RN,L,2025-01-24 14:15:00+08:00,55446.0,2025-01-24 14:20:00+08:00,55631.0,66.73159470475778,fade,4,5000.0,54997.42857142857,vou
SR,L,2025-01-24 13:55:00+08:00,28878.0,2025-01-24 14:25:00+08:00,28924.0,45.54920700879563,fade,5,5719.0,28619.785714285714,sm
SF,S,2025-01-24 14:05:00+08:00,1394.0,2025-01-24 14:40:00+08:00,1394.0,-0.0,fade,1,5000.0,1403.3857142857144,vod
RN,L,2025-01-24 14:40:00+08:00,55409.0,2025-01-24 14:45:00+08:00,55614.0,110.99279900377195,fade,6,5000.0,54700.78571428572,vou
AL,L,2025-01-24 14:45:00+08:00,5707.0,2025-01-24 14:50:00+08:00,5710.0,7.885053443140003,fade,3,5000.0,5687.571428571428,vou
NG,S,2025-01-24 14:50:00+08:00,3.378,2025-01-24 14:55:00+08:00,3.374,23.68265245707521,fade,4,5000.0,3.4147857142857143,vyf
NM,L,2025-01-24 15:10:00+08:00,15310.0,2025-01-24 15:15:00+08:00,15290.0,-18.354016982364467,fade,10,1405.0,15217.857142857143,vod
AL,L,2025-01-24 15:20:00+08:00,5720.0,2025-01-24 15:25:00+08:00,5721.0,4.370629370629371,fade,5,5000.0,5697.571428571428,vou
AL,L,2025-01-24 15:30:00+08:00,5718.0,2025-01-24 15:35:00+08:00,5696.714285714285,-55.83870484185382,stop,3,5000.0,5696.714285714285,vou
YD,L,2025-01-24 15:35:00+08:00,4162.0,2025-01-24 15:40:00+08:00,4167.0,18.02018260451706,fade,3,5000.0,4125.214285714285,vod
AL,L,2025-01-24 15:35:00+08:00,5694.0,2025-01-24 15:40:00+08:00,5692.0,-5.268703898840885,fade,3,5000.0,5670.285714285715,vou
GL,L,2025-01-24 15:40:00+08:00,9151.9,2025-01-24 15:45:00+08:00,9150.9,-1.6390039226827215,fade,3,5000.0,9138.528571428571,vod
NM,L,2025-01-24 15:40:00+08:00,15225.0,2025-01-24 16:05:00+08:00,15217.0,-13.288669950738916,fade,18,1405.0,15123.214285714286,vod
NG,S,2025-01-24 16:05:00+08:00,3.362,2025-01-24 16:10:00+08:00,3.366,-29.744199881023224,fade,5,5000.0,3.403785714285714,vyf
BR,S,2025-01-24 14:10:00+08:00,78.69,2025-01-24 16:20:00+08:00,78.26,16.393442622950538,fade,1,3000.0,79.22928571428571,vyf
HY,L,2025-01-24 16:15:00+08:00,5594.0,2025-01-24 16:25:00+08:00,5585.0,-48.26599928494816,fade,10,3000.0,5556.142857142857,vou
YD,L,2025-01-24 16:45:00+08:00,4156.0,2025-01-24 16:50:00+08:00,4158.0,2.4061597690086622,fade,1,5000.0,4127.785714285715,vod
AF,L,2025-01-24 16:15:00+08:00,6367.0,2025-01-24 16:55:00+08:00,6381.0,65.96513271556464,fade,6,5000.0,6351.714285714285,sm
SR,L,2025-01-24 15:45:00+08:00,29017.0,2025-01-24 17:10:00+08:00,29000.0,-3.350553124030741,fade,1,5719.0,28786.64285714286,sm
SF,S,2025-01-24 17:25:00+08:00,1391.0,2025-01-24 17:30:00+08:00,1392.4,-15.097052480231028,fade,3,5000.0,1401.3285714285716,vod
SR,L,2025-01-24 17:15:00+08:00,28981.0,2025-01-24 17:50:00+08:00,28985.0,1.5786894862151064,fade,2,5719.0,28862.071428571428,sm
GL,L,2025-01-24 17:45:00+08:00,9146.0,2025-01-24 17:50:00+08:00,9141.1,-10.715066695822514,fade,4,5000.0,9136.328571428572,vod
SV,S,2025-01-24 17:55:00+08:00,31.47,2025-01-24 18:00:00+08:00,31.46,1.5888147442005103,fade,1,5000.0,31.677142857142854,vod
SN,L,2025-01-24 17:55:00+08:00,29259.0,2025-01-24 18:05:00+08:00,29200.0,-30.247103455347073,fade,3,5000.0,28960.071428571428,vou
GL,L,2025-01-24 18:10:00+08:00,9141.6,2025-01-24 18:15:00+08:00,9138.6,-6.563402467839327,fade,4,5000.0,9131.942857142858,vod
SN,L,2025-01-24 18:10:00+08:00,29125.0,2025-01-24 18:15:00+08:00,29124.0,-0.17167381974248927,fade,1,5000.0,28825.0,vou
SR,L,2025-01-24 18:00:00+08:00,28978.0,2025-01-24 18:30:00+08:00,28939.0,-7.696907999171786,fade,1,5719.0,28896.214285714286,sm
AL,L,2025-01-24 18:35:00+08:00,5674.0,2025-01-24 18:50:00+08:00,5677.0,7.930912936200211,fade,3,5000.0,5664.0,vou
Si,L,2025-01-24 18:45:00+08:00,102370.0,2025-01-24 18:55:00+08:00,102360.0,-0.8791638175246654,fade,9,1000.0,102331.57142857143,vyf
AF,L,2025-01-24 17:00:00+08:00,6381.0,2025-01-24 19:00:00+08:00,6368.857142857143,-57.08912620054952,stop,6,5000.0,6368.857142857143,sm
HY,L,2025-01-24 18:55:00+08:00,5590.0,2025-01-24 19:00:00+08:00,5593.0,3.220035778175313,fade,2,3000.0,5555.714285714285,vou
BR,S,2025-01-24 18:05:00+08:00,78.27,2025-01-24 19:05:00+08:00,78.46,-7.282483710233719,fade,1,3000.0,78.71642857142857,vyf
Si,L,2025-01-24 19:00:00+08:00,102370.0,2025-01-24 19:05:00+08:00,102360.0,-0.8791638175246654,fade,9,1000.0,102321.0,vyf
SR,L,2025-01-24 18:45:00+08:00,28975.0,2025-01-24 19:10:00+08:00,28986.0,2.1711475409836063,fade,1,5719.0,28873.214285714286,sm
GL,L,2025-01-24 19:05:00+08:00,9136.1,2025-01-24 19:10:00+08:00,9138.6,6.840993421700725,fade,5,5000.0,9128.185714285715,vod
YD,L,2025-01-24 19:05:00+08:00,4162.0,2025-01-24 19:10:00+08:00,4166.0,14.416146083613649,fade,3,5000.0,4149.5,vod
SV,S,2025-01-24 19:05:00+08:00,31.43,2025-01-24 19:10:00+08:00,31.45,-6.363347120585292,fade,2,5000.0,31.601428571428567,vod
SF,S,2025-01-24 18:05:00+08:00,1393.0,2025-01-24 19:15:00+08:00,1391.0,7.178750897343862,fade,1,5000.0,1402.3428571428572,vod
RN,L,2025-01-24 19:10:00+08:00,55525.0,2025-01-24 19:20:00+08:00,55475.0,-9.0049527239982,fade,2,5000.0,55336.07142857143,vou
SN,L,2025-01-24 19:20:00+08:00,29318.0,2025-01-24 19:30:00+08:00,29356.0,19.441981035541307,fade,3,5000.0,29037.64285714286,vou
NM,L,2025-01-24 19:20:00+08:00,15223.0,2025-01-24 19:30:00+08:00,15198.0,-13.844183143926955,fade,6,1405.0,15164.92857142857,vod
GL,L,2025-01-24 19:25:00+08:00,9131.0,2025-01-24 19:30:00+08:00,9136.0,8.213777242361186,fade,3,5000.0,9124.285714285714,vod
Si,L,2025-01-24 19:25:00+08:00,102302.0,2025-01-24 19:30:00+08:00,102305.0,0.17594963930323942,fade,6,1000.0,102232.28571428571,vyf
YD,L,2025-01-24 19:40:00+08:00,4173.0,2025-01-24 19:45:00+08:00,4170.0,-21.567217828900073,fade,6,5000.0,4158.714285714285,vod
AL,L,2025-01-24 19:45:00+08:00,5682.0,2025-01-24 19:50:00+08:00,5685.0,13.199577613516366,fade,5,5000.0,5670.714285714285,vou
NM,L,2025-01-24 19:45:00+08:00,15211.0,2025-01-24 19:50:00+08:00,15201.0,-9.236736572217474,fade,10,1405.0,15153.357142857143,vod
YD,L,2025-01-24 19:55:00+08:00,4181.0,2025-01-24 20:00:00+08:00,4178.0,-21.525950729490553,fade,6,5000.0,4162.071428571428,vod
AF,L,2025-01-24 19:00:00+08:00,6368.0,2025-01-24 20:05:00+08:00,6366.0,-3.14070351758794,fade,2,5000.0,6355.714285714285,sm
RN,L,2025-01-24 20:05:00+08:00,55428.0,2025-01-24 20:10:00+08:00,55428.0,0.0,fade,3,5000.0,55229.07142857143,vou
SN,L,2025-01-24 20:15:00+08:00,29495.0,2025-01-24 20:25:00+08:00,29395.0,-101.71215460247501,fade,6,5000.0,29199.64285714286,vou
NM,L,2025-01-24 20:20:00+08:00,15226.0,2025-01-24 20:30:00+08:00,15204.0,-22.33088138710101,fade,11,1405.0,15154.214285714286,vod
RN,L,2025-01-24 20:25:00+08:00,55470.0,2025-01-24 20:40:00+08:00,55462.0,-3.6055525509284294,fade,5,5000.0,55303.21428571428,vou
AL,L,2025-01-24 20:35:00+08:00,5671.0,2025-01-24 20:40:00+08:00,5671.0,0.0,fade,1,5000.0,5662.857142857143,vou
SV,S,2025-01-24 20:25:00+08:00,31.45,2025-01-24 20:45:00+08:00,31.42,23.847376788551344,fade,5,5000.0,31.589285714285708,vod
BR,S,2025-01-24 19:10:00+08:00,78.54,2025-01-27 05:55:00+08:00,77.98,42.780748663101775,fade,2,3000.0,79.02214285714287,vyf
HY,L,2025-01-24 20:30:00+08:00,5582.0,2025-01-27 06:00:00+08:00,5553.428571428572,-76.77739673440104,stop,5,3000.0,5553.428571428572,vou
SF,S,2025-01-24 20:40:00+08:00,1393.6,2025-01-27 06:55:00+08:00,1400.2857142857142,-23.98720682302781,stop,1,5000.0,1400.2857142857142,vod
GL,L,2025-01-27 07:00:00+08:00,9089.7,2025-01-27 07:05:00+08:00,9067.471428571429,-85.59138365402717,stop,7,5000.0,9067.471428571429,vod
NM,L,2025-01-27 07:00:00+08:00,15070.0,2025-01-27 07:15:00+08:00,14992.857142857143,-179.8037728694657,stop,25,1405.0,14992.857142857143,vod
Si,L,2025-01-27 07:05:00+08:00,102123.0,2025-01-27 07:15:00+08:00,102095.0,-4.112687641373637,fade,15,1000.0,101925.71428571429,vyf
SN,L,2025-01-27 07:15:00+08:00,29433.0,2025-01-27 07:20:00+08:00,29402.0,-5.266197805184657,fade,1,5000.0,29080.85714285714,vou
GL,L,2025-01-27 07:05:00+08:00,9062.6,2025-01-27 07:25:00+08:00,9037.114285714286,-56.24371435507358,stop,4,5000.0,9037.114285714286,vod
SV,S,2025-01-27 07:05:00+08:00,31.0,2025-01-27 07:30:00+08:00,30.9,32.258064516129494,fade,2,5000.0,31.2,vod
AL,L,2025-01-27 07:25:00+08:00,5637.0,2025-01-27 07:30:00+08:00,5634.0,-10.643959552953698,fade,4,5000.0,5610.142857142857,vou
YD,L,2025-01-27 07:05:00+08:00,4135.0,2025-01-27 07:35:00+08:00,4148.0,62.87787182587666,fade,4,5000.0,4102.142857142857,vod
NM,L,2025-01-27 07:15:00+08:00,14974.0,2025-01-27 07:45:00+08:00,14938.0,-16.88927474288767,fade,5,1405.0,14876.07142857143,vod
Si,L,2025-01-27 07:45:00+08:00,101764.0,2025-01-27 07:50:00+08:00,101808.0,4.756102354467199,fade,11,1000.0,101493.0,vyf
YD,L,2025-01-27 07:45:00+08:00,4147.0,2025-01-27 07:50:00+08:00,4141.0,-14.468290330359297,fade,2,5000.0,4107.714285714285,vod
YD,L,2025-01-27 07:55:00+08:00,4139.0,2025-01-27 08:00:00+08:00,4141.0,4.832085044696787,fade,2,5000.0,4099.0,vod
GL,L,2025-01-27 07:55:00+08:00,9003.1,2025-01-27 08:05:00+08:00,9002.0,-2.4436027590504685,fade,4,5000.0,8974.7,vod
SV,S,2025-01-27 08:00:00+08:00,30.87,2025-01-27 08:05:00+08:00,30.86,1.6196954972467708,fade,1,5000.0,31.102142857142855,vod
NM,L,2025-01-27 08:10:00+08:00,14898.0,2025-01-27 08:15:00+08:00,14893.0,-9.43079608001074,fade,20,1405.0,14788.714285714286,vod
SN,L,2025-01-27 08:10:00+08:00,29164.0,2025-01-27 08:20:00+08:00,28942.0,-228.36373611301605,fade,6,5000.0,28728.285714285714,vou
NM,L,2025-01-27 08:20:00+08:00,14860.0,2025-01-27 08:25:00+08:00,14854.0,-3.971063257065949,fade,7,1405.0,14761.42857142857,vod
YD,L,2025-01-27 08:15:00+08:00,4126.0,2025-01-27 08:30:00+08:00,4132.0,29.0838584585555,fade,4,5000.0,4090.285714285714,vod
AL,L,2025-01-27 08:25:00+08:00,5606.0,2025-01-27 08:35:00+08:00,5619.0,23.189439885836602,fade,2,5000.0,5572.571428571428,vou
RN,L,2025-01-27 08:35:00+08:00,54478.0,2025-01-27 08:40:00+08:00,54415.0,-23.128602371599545,fade,4,5000.0,53944.78571428572,vou
SN,L,2025-01-27 08:35:00+08:00,29011.0,2025-01-27 08:40:00+08:00,28942.0,-23.784081899968978,fade,2,5000.0,28586.714285714286,vou
GL,L,2025-01-27 08:50:00+08:00,8985.6,2025-01-27 09:00:00+08:00,8983.1,-4.173344017094017,fade,3,5000.0,8961.67142857143,vod
SF,S,2025-01-27 07:15:00+08:00,1388.6,2025-01-27 09:05:00+08:00,1382.0,23.76494310816617,fade,1,5000.0,1402.5714285714284,vod
YD,L,2025-01-27 08:55:00+08:00,4118.0,2025-01-27 09:05:00+08:00,4131.0,78.92180670228265,fade,5,5000.0,4078.3571428571427,vod
AF,L,2025-01-27 09:00:00+08:00,6331.0,2025-01-27 09:15:00+08:00,6311.142857142857,-47.04740844371296,stop,3,5000.0,6311.142857142857,sm
SV,S,2025-01-27 09:05:00+08:00,31.07,2025-01-27 09:15:00+08:00,31.04,4.827808175088693,fade,1,5000.0,31.348571428571432,vod
SF,S,2025-01-27 09:10:00+08:00,1370.4,2025-01-27 09:15:00+08:00,1370.6,-0.729713952130101,fade,1,5000.0,1382.5285714285715,vod
NM,L,2025-01-27 09:25:00+08:00,14817.0,2025-01-27 09:30:00+08:00,14836.0,12.61152729972329,fade,7,1405.0,14739.857142857143,vod
NG,S,2025-01-27 09:50:00+08:00,3.2800000000000002,2025-01-27 09:55:00+08:00,3.281,-1.524390243902271,fade,1,5000.0,3.3021428571428575,vyf
NM,L,2025-01-27 10:05:00+08:00,14964.0,2025-01-27 10:10:00+08:00,14938.0,-17.088345362202617,fade,7,1405.0,14866.5,vod
RN,L,2025-01-27 08:55:00+08:00,54045.0,2025-01-27 10:15:00+08:00,53903.0,-52.548801924322326,fade,4,5000.0,53510.357142857145,vou
SN,L,2025-01-27 09:00:00+08:00,28798.0,2025-01-27 10:15:00+08:00,28900.0,17.70956316410862,fade,1,5000.0,28321.214285714286,vou
SR,L,2025-01-27 09:00:00+08:00,28590.0,2025-01-27 10:20:00+08:00,28675.0,51.008919202518356,fade,3,5719.0,28310.0,sm
AL,L,2025-01-27 09:00:00+08:00,5599.0,2025-01-27 10:25:00+08:00,5648.0,43.75781389533846,fade,1,5000.0,5570.428571428572,vou
AF,L,2025-01-27 09:15:00+08:00,6309.0,2025-01-27 10:25:00+08:00,6371.0,147.40846409890634,fade,3,5000.0,6285.857142857143,sm
BR,S,2025-01-27 09:00:00+08:00,78.39,2025-01-27 10:30:00+08:00,78.86142857142858,-36.0833196654095,stop,2,3000.0,78.86142857142858,vyf
NG,S,2025-01-27 10:50:00+08:00,3.273,2025-01-27 10:55:00+08:00,3.274,-1.5276504735714784,fade,1,5000.0,3.299785714285714,vyf
AF,L,2025-01-27 10:35:00+08:00,6366.0,2025-01-27 11:05:00+08:00,6346.285714285715,-46.45213410529059,stop,3,5000.0,6346.285714285715,sm
GL,L,2025-01-27 11:05:00+08:00,9014.0,2025-01-27 11:10:00+08:00,8997.271428571428,-9.279216456940171,stop,1,5000.0,8997.271428571428,vod
HY,L,2025-01-27 09:05:00+08:00,5568.0,2025-01-27 11:15:00+08:00,5568.0,0.0,fade,1,3000.0,5529.785714285715,vou
GL,L,2025-01-27 11:10:00+08:00,9002.9,2025-01-27 11:15:00+08:00,9002.1,-1.3329038420941126,fade,3,5000.0,8983.842857142856,vod
YD,L,2025-01-27 11:10:00+08:00,4135.0,2025-01-27 11:20:00+08:00,4139.0,4.836759371221282,fade,1,5000.0,4117.5,vod
AL,L,2025-01-27 11:35:00+08:00,5643.0,2025-01-27 11:40:00+08:00,5650.0,18.607123870281765,fade,3,5000.0,5618.714285714285,vou
AF,L,2025-01-27 11:05:00+08:00,6346.0,2025-01-27 11:50:00+08:00,6330.571428571428,-24.312277700238827,stop,2,5000.0,6330.571428571428,sm
RN,L,2025-01-27 11:50:00+08:00,53845.0,2025-01-27 11:55:00+08:00,53845.0,0.0,fade,1,5000.0,53558.57142857143,vou
SN,L,2025-01-27 10:50:00+08:00,28990.0,2025-01-27 12:00:00+08:00,28821.0,-29.14798206278027,fade,1,5000.0,28734.64285714286,vou
AL,L,2025-01-27 12:05:00+08:00,5656.0,2025-01-27 12:10:00+08:00,5655.0,-1.768033946251768,fade,2,5000.0,5633.857142857143,vou
GL,L,2025-01-27 12:10:00+08:00,9015.0,2025-01-27 12:15:00+08:00,9001.4,-7.542983915696263,fade,1,5000.0,8991.8,vod
AL,L,2025-01-27 12:15:00+08:00,5678.0,2025-01-27 12:20:00+08:00,5673.0,-4.4029587883057415,fade,1,5000.0,5654.714285714285,vou
SN,L,2025-01-27 12:20:00+08:00,28860.0,2025-01-27 12:25:00+08:00,28925.0,33.78378378378378,fade,3,5000.0,28615.714285714286,vou
YD,L,2025-01-27 12:20:00+08:00,4142.0,2025-01-27 12:25:00+08:00,4141.0,-2.4142926122646062,fade,2,5000.0,4125.928571428572,vod
NM,L,2025-01-27 12:20:00+08:00,14860.0,2025-01-27 12:30:00+08:00,14899.0,22.12449528936743,fade,6,1405.0,14791.857142857143,vod
RN,L,2025-01-27 12:25:00+08:00,54104.0,2025-01-27 12:35:00+08:00,54189.0,23.565725269850656,fade,3,5000.0,53712.92857142857,vou
AL,L,2025-01-27 12:30:00+08:00,5698.0,2025-01-27 12:45:00+08:00,5691.0,-6.142506142506142,fade,1,5000.0,5672.857142857143,vou
NG,S,2025-01-27 12:55:00+08:00,3.32,2025-01-27 13:00:00+08:00,3.308,18.072289156626525,fade,1,5000.0,3.358571428571429,vyf
SV,S,2025-01-27 13:00:00+08:00,31.18,2025-01-27 13:05:00+08:00,31.21,-9.62155227710107,fade,2,5000.0,31.440714285714286,vod
YD,L,2025-01-27 13:10:00+08:00,4135.0,2025-01-27 13:25:00+08:00,4124.0,-39.90326481257557,fade,3,5000.0,4111.785714285715,vod
SN,L,2025-01-27 13:10:00+08:00,28712.0,2025-01-27 13:25:00+08:00,28630.0,-14.27974366118696,fade,1,5000.0,28452.714285714286,vou
SV,S,2025-01-27 13:20:00+08:00,31.11,2025-01-27 13:25:00+08:00,31.15,-12.857602057216054,fade,2,5000.0,31.370714285714286,vod
AF,L,2025-01-27 11:50:00+08:00,6321.0,2025-01-27 13:45:00+08:00,6307.857142857143,-31.18855515628116,stop,3,5000.0,6307.857142857143,sm
SF,S,2025-01-27 13:35:00+08:00,1396.0,2025-01-27 13:45:00+08:00,1391.8,15.042979942693574,fade,1,5000.0,1402.3857142857144,vod
YD,L,2025-01-27 13:40:00+08:00,4112.0,2025-01-27 13:45:00+08:00,4108.0,-14.591439688715955,fade,3,5000.0,4075.5714285714284,vod
GL,L,2025-01-27 13:40:00+08:00,8988.4,2025-01-27 13:45:00+08:00,8996.6,4.561434738107298,fade,1,5000.0,8967.085714285713,vod
HY,L,2025-01-27 13:45:00+08:00,5551.0,2025-01-27 13:50:00+08:00,5560.0,38.91190776436678,fade,8,3000.0,5527.071428571428,vou
AL,L,2025-01-27 13:45:00+08:00,5666.0,2025-01-27 13:50:00+08:00,5671.0,13.23685139428168,fade,3,5000.0,5635.142857142857,vou
NM,L,2025-01-27 13:45:00+08:00,14845.0,2025-01-27 13:55:00+08:00,14816.0,-27.44695183563489,fade,10,1405.0,14785.642857142857,vod
SR,L,2025-01-27 10:35:00+08:00,28663.0,2025-01-27 14:00:00+08:00,28418.35714285714,-146.43748037539777,stop,3,5719.0,28418.35714285714,sm
BR,S,2025-01-27 10:30:00+08:00,78.77,2025-01-27 14:05:00+08:00,78.26,97.11819220515252,fade,5,3000.0,79.41642857142857,vyf
SN,L,2025-01-27 13:50:00+08:00,28510.0,2025-01-27 14:05:00+08:00,28396.0,-19.99298491757278,fade,1,5000.0,28133.214285714286,vou
AF,L,2025-01-27 13:45:00+08:00,6307.0,2025-01-27 14:10:00+08:00,6315.0,6.3421595053115585,fade,1,5000.0,6287.571428571428,sm
SR,L,2025-01-27 14:00:00+08:00,28377.0,2025-01-27 14:10:00+08:00,28427.0,10.076822779011172,fade,1,5719.0,28128.071428571428,sm
NM,L,2025-01-27 14:05:00+08:00,14794.0,2025-01-27 14:10:00+08:00,14798.0,6.078139786399892,fade,16,1405.0,14720.714285714286,vod
GL,L,2025-01-27 14:05:00+08:00,8992.6,2025-01-27 14:10:00+08:00,8990.4,-3.6696839623702724,fade,3,5000.0,8972.714285714286,vod
YD,L,2025-01-27 14:05:00+08:00,4108.0,2025-01-27 14:10:00+08:00,4109.0,2.4342745861733204,fade,2,5000.0,4061.9285714285716,vod
SV,S,2025-01-27 14:05:00+08:00,31.06,2025-01-27 14:10:00+08:00,31.06,-0.0,fade,1,5000.0,31.374285714285712,vod
SF,S,2025-01-27 14:05:00+08:00,1390.8,2025-01-27 14:10:00+08:00,1392.0,-4.314063848145116,fade,1,5000.0,1395.942857142857,vod
HY,L,2025-01-27 14:00:00+08:00,5535.0,2025-01-27 14:25:00+08:00,5553.0,78.04878048780488,fade,8,3000.0,5500.357142857143,vou
SV,S,2025-01-27 14:15:00+08:00,30.96,2025-01-27 14:25:00+08:00,30.91,16.14987080103382,fade,2,5000.0,31.299285714285713,vod
GL,L,2025-01-27 14:30:00+08:00,8985.1,2025-01-27 14:35:00+08:00,8995.8,29.771510612010186,fade,5,5000.0,8965.357142857143,vod
SV,S,2025-01-27 14:30:00+08:00,30.92,2025-01-27 14:40:00+08:00,31.09,-54.98059508408737,fade,2,5000.0,31.302142857142858,vod
NM,L,2025-01-27 14:35:00+08:00,14772.0,2025-01-27 14:40:00+08:00,14764.0,-5.326292986731654,fade,7,1405.0,14707.714285714286,vod
RN,L,2025-01-27 14:40:00+08:00,53482.0,2025-01-27 14:45:00+08:00,53415.0,-25.055158744998316,fade,4,5000.0,52969.5,vou
HY,L,2025-01-27 14:40:00+08:00,5520.0,2025-01-27 14:45:00+08:00,5523.0,4.891304347826087,fade,3,3000.0,5470.0,vou
SF,S,2025-01-27 14:45:00+08:00,1390.8,2025-01-27 15:15:00+08:00,1393.6,-10.066148979004726,fade,1,5000.0,1395.942857142857,vod
AL,L,2025-01-27 15:25:00+08:00,5688.0,2025-01-27 15:30:00+08:00,5678.0,-17.580872011251756,fade,2,5000.0,5671.285714285715,vou
NM,L,2025-01-27 15:30:00+08:00,14741.0,2025-01-27 15:35:00+08:00,14676.92857142857,-67.17481368777156,stop,11,1405.0,14676.92857142857,vod
NM,L,2025-01-27 15:35:00+08:00,14582.0,2025-01-27 15:45:00+08:00,14581.0,-1.734329995885338,fade,18,1405.0,14483.857142857143,vod
AF,L,2025-01-27 15:45:00+08:00,6300.0,2025-01-27 16:05:00+08:00,6278.0,-17.46031746031746,stop,1,5000.0,6278.0,sm
YD,L,2025-01-27 16:05:00+08:00,4093.0,2025-01-27 16:10:00+08:00,4081.0,-29.318348399706814,fade,2,5000.0,4065.5,vod
SV,S,2025-01-27 16:20:00+08:00,30.91,2025-01-27 16:25:00+08:00,30.96,-8.087997411840943,fade,1,5000.0,31.267142857142858,vod
HY,L,2025-01-27 16:25:00+08:00,5521.0,2025-01-27 16:30:00+08:00,5527.0,6.520557869951095,fade,2,3000.0,5463.142857142857,vou
SV,S,2025-01-27 16:45:00+08:00,30.77,2025-01-27 17:05:00+08:00,30.5,131.62170945726336,fade,3,5000.0,31.09857142857143,vod
GL,L,2025-01-27 17:05:00+08:00,8978.1,2025-01-27 17:10:00+08:00,8978.5,0.22276428197482553,fade,1,5000.0,8966.871428571429,vod
RN,L,2025-01-27 17:20:00+08:00,53572.0,2025-01-27 17:25:00+08:00,53487.0,-7.9332487120137385,fade,1,5000.0,53317.357142857145,vou
AF,L,2025-01-27 16:05:00+08:00,6264.0,2025-01-27 17:35:00+08:00,6237.285714285715,-63.97099069512768,stop,3,5000.0,6237.285714285715,sm
